SwimmerId,Name,Birth_Date,Age,Gender,Citizenship,Birth_Country,Residency_Years,Approving_Authority,Education_Level,Criminal_Record,Is_Disqualified,Vaccination_Status,Sponsor,Club,Region,Event,Time,Historical_Times,Is_Personal_Best,Is_Valid_Record,Overall_Rank,Top_5,Competition_Date,Competition_Level,Competition_Competition_Id,Competition_Country,Competition_Region,Competition_Pool_Type
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,50m Butterfly,24.54,"['26.12', '24.58', '24.54']",True,True,1,Yes,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,50m Butterfly,24.61,"['25.32', '25.41', '24.61']",True,True,2,Yes,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,50m Butterfly,25.20,"['24.63', '25.45', '25.20']",False,True,3,Yes,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,50m Butterfly,25.54,"['24.87', '24.58', '25.54']",False,True,4,Yes,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM6050,Elite_Swimmer_SWM6050,2005-04-22,19,Women,JPN,USA,10,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,50m Butterfly,25.72,['25.72'],True,True,5,Yes,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,50m Butterfly,26.04,"['25.50', '26.13', '26.04']",False,True,6,No,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,100m Butterfly,49.15,"['51.26', '50.22', '49.15']",True,True,1,Yes,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,100m Butterfly,49.45,"['52.06', '49.54', '49.45']",True,True,2,Yes,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,100m Butterfly,50.75,"['50.54', '50.57', '50.75']",False,True,3,Yes,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,100m Butterfly,51.36,"['49.19', '51.96', '51.36']",False,True,4,Yes,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM1688,Elite_Swimmer_SWM1688,2009-02-07,16,Women,USA,USA,16,,High School,None,False,Fully Vaccinated,Speedo,Club_NYC,NYC,100m Butterfly,51.77,['51.77'],True,True,5,Yes,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,100m Butterfly,51.79,"['51.06', '51.03', '51.79']",False,True,6,No,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,200m Butterfly,1:040.78,['1:040.78'],True,True,1,Yes,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,200m Butterfly,1:040.78,"['1:038.28', '1:044.29', '1:040.78']",False,True,2,Yes,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,200m Butterfly,1:040.78,"['1:043.03', '1:040.95', '1:040.78']",True,True,3,Yes,2024-03-30 16:00:26.502084,Local,LOC_003,USA,NYC,25m
