SwimmerId,Name,Birth_Date,Age,Gender,Citizenship,Birth_Country,Residency_Years,Approving_Authority,Education_Level,Criminal_Record,Is_Disqualified,Vaccination_Status,Sponsor,Club,Region,Event,Time,Historical_Times,Is_Personal_Best,Is_Valid_Record,Overall_Rank,Top_5,Competition_Date,Competition_Level,Competition_Competition_Id,Competition_Country,Competition_Region,Competition_Pool_Type
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,50m Butterfly,24.99,"['24.87', '24.58', '25.54', '25.82', '25.56', '24.99']",False,True,1,Yes,2024-04-17 16:00:26.502084,Province,PRO_003,JPN,TOK,25m
SWM3976,Elite_Swimmer_SWM3976,2010-01-14,15,Women,AUS,AUS,15,,High School,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SYD,SYD,50m Butterfly,25.11,"['24.70', '25.11']",False,True,2,Yes,2024-04-17 16:00:26.502084,Province,PRO_003,JPN,TOK,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,50m Butterfly,25.39,"['25.32', '25.41', '24.61', '24.95', '25.09', '25.73', '25.39']",False,True,3,Yes,2024-04-17 16:00:26.502084,Province,PRO_003,JPN,TOK,25m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,50m Butterfly,25.78,"['26.12', '24.58', '24.54', '25.18', '24.52', '25.93', '25.78']",False,True,4,Yes,2024-04-17 16:00:26.502084,Province,PRO_003,JPN,TOK,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,50m Butterfly,25.96,"['24.63', '25.45', '25.20', '26.00', '24.77', '25.30', '25.96']",False,True,5,Yes,2024-04-17 16:00:26.502084,Province,PRO_003,JPN,TOK,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,50m Butterfly,26.16,"['25.50', '26.13', '26.04', '25.51', '25.27', '26.16']",False,True,6,No,2024-04-17 16:00:26.502084,Province,PRO_003,JPN,TOK,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,100m Butterfly,49.09,"['49.19', '51.96', '51.36', '50.21', '51.98', '52.50', '49.09']",True,True,1,Yes,2024-04-17 16:00:26.502084,Province,PRO_003,JPN,TOK,25m
SWM4229,Elite_Swimmer_SWM4229,2004-01-12,21,Women,CHN,AUS,5,National Federation,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_SHA,SHA,100m Butterfly,50.23,"['49.93', '49.11', '50.23']",False,True,2,Yes,2024-04-17 16:00:26.502084,Province,PRO_003,JPN,TOK,25m
SWM3642,Elite_Swimmer_SWM3642,1992-06-02,32,Women,JPN,JPN,32,,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_OSA,OSA,100m Butterfly,50.61,"['49.14', '49.34', '50.61']",False,True,3,Yes,2024-04-17 16:00:26.502084,Province,PRO_003,JPN,TOK,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,100m Butterfly,50.71,"['51.26', '50.22', '49.15', '49.28', '51.43', '52.18', '50.71']",False,True,4,Yes,2024-04-17 16:00:26.502084,Province,PRO_003,JPN,TOK,25m
