SwimmerId,Name,Birth_Date,Age,Gender,Citizenship,Birth_Country,Residency_Years,Approving_Authority,Education_Level,Criminal_Record,Is_Disqualified,Vaccination_Status,Sponsor,Club,Region,Event,Time,Historical_Times,Is_Personal_Best,Is_Valid_Record,Overall_Rank,Top_5,Competition_Date,Competition_Level,Competition_Competition_Id,Competition_Country,Competition_Region,Competition_Pool_Type
SWM4299,Elite_Swimmer_SWM4299,1995-08-13,29,Men,GBR,GBR,29,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_MAN,MAN,50m Butterfly,24.66,"['24.68', '24.66']",True,True,1,Yes,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,50m Butterfly,24.95,"['25.32', '25.41', '24.61', '24.95']",False,True,2,Yes,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,50m Butterfly,25.18,"['26.12', '24.58', '24.54', '25.18']",False,True,3,Yes,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,50m Butterfly,25.25,['25.25'],True,True,4,Yes,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM9585,Elite_Swimmer_SWM9585,2012-07-19,12,Women,CAN,CAN,12,,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_VAN,VAN,50m Butterfly,25.30,['25.30'],True,True,5,Yes,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,50m Butterfly,25.51,"['25.50', '26.13', '26.04', '25.51']",False,True,6,No,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,50m Butterfly,25.79,"['25.30', '25.79']",False,True,7,No,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,50m Butterfly,25.82,"['24.87', '24.58', '25.54', '25.82']",False,True,8,No,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,50m Butterfly,26.00,"['24.63', '25.45', '25.20', '26.00']",False,True,9,No,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM1688,Elite_Swimmer_SWM1688,2009-02-07,16,Women,USA,USA,16,,High School,None,False,Fully Vaccinated,Speedo,Club_NYC,NYC,50m Butterfly,26.05,['26.05'],True,True,10,No,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,100m Butterfly,49.05,"['52.06', '49.54', '49.45', '49.05']",True,True,1,Yes,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM3976,Elite_Swimmer_SWM3976,2010-01-14,15,Women,AUS,AUS,15,,High School,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SYD,SYD,100m Butterfly,49.11,['49.11'],True,True,2,Yes,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,100m Butterfly,49.28,"['51.26', '50.22', '49.15', '49.28']",False,True,3,Yes,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,100m Butterfly,49.36,"['49.75', '49.68', '49.36']",True,True,4,Yes,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,100m Butterfly,50.21,"['49.19', '51.96', '51.36', '50.21']",False,True,5,Yes,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,100m Butterfly,50.36,"['51.06', '51.03', '51.79', '50.36']",True,True,6,No,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM2529,Elite_Swimmer_SWM2529,2008-07-06,16,Men,CAN,GBR,5,National Federation,High School,None,False,Fully Vaccinated,Nike Swimming,Club_VAN,VAN,100m Butterfly,50.64,"['49.42', '50.64']",False,True,7,No,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,100m Butterfly,51.57,['51.57'],True,True,8,No,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,100m Butterfly,52.19,"['50.54', '50.57', '50.75', '52.19']",False,True,9,No,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,200m Butterfly,1:039.41,"['1:043.03', '1:040.95', '1:040.78', '1:039.41']",True,True,1,Yes,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,200m Butterfly,1:039.66,"['1:038.28', '1:044.29', '1:040.78', '1:039.66']",False,True,2,Yes,2024-04-05 16:00:26.502084,Local,LOC_004,CAN,TOR,25m
