SwimmerId,Name,Birth_Date,Age,Gender,Citizenship,Birth_Country,Residency_Years,Approving_Authority,Education_Level,Criminal_Record,Is_Disqualified,Vaccination_Status,Sponsor,Club,Region,Event,Time,Historical_Times,Is_Personal_Best,Is_Valid_Record,Overall_Rank,Top_5,Competition_Date,Competition_Level,Competition_Competition_Id,Competition_Country,Competition_Region,Competition_Pool_Type
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,50m Butterfly,24.55,"['25.50', '26.13', '26.04', '25.51', '25.27', '26.16', '24.84', '25.63', '24.55']",True,True,1,Yes,2024-04-26 16:00:26.502084,Local,LOC_007,CAN,VAN,25m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,50m Butterfly,25.04,"['24.87', '24.58', '25.54', '25.82', '25.56', '24.99', '26.14', '25.04']",False,True,2,Yes,2024-04-26 16:00:26.502084,Local,LOC_007,CAN,VAN,25m
SWM2529,Elite_Swimmer_SWM2529,2008-07-06,16,Men,CAN,GBR,5,National Federation,High School,None,False,Fully Vaccinated,Nike Swimming,Club_VAN,VAN,50m Butterfly,25.19,['25.19'],True,True,3,Yes,2024-04-26 16:00:26.502084,Local,LOC_007,CAN,VAN,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,50m Butterfly,25.20,"['24.63', '25.45', '25.20', '26.00', '24.77', '25.30', '25.96', '25.00', '25.47', '25.20']",False,True,4,Yes,2024-04-26 16:00:26.502084,Local,LOC_007,CAN,VAN,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,50m Butterfly,25.45,"['25.30', '25.79', '25.45']",False,True,5,Yes,2024-04-26 16:00:26.502084,Local,LOC_007,CAN,VAN,25m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,50m Butterfly,25.46,['25.46'],True,True,6,No,2024-04-26 16:00:26.502084,Local,LOC_007,CAN,VAN,25m
SWM9585,Elite_Swimmer_SWM9585,2012-07-19,12,Women,CAN,CAN,12,,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_VAN,VAN,50m Butterfly,25.50,"['25.30', '26.03', '26.10', '25.50']",False,True,7,No,2024-04-26 16:00:26.502084,Local,LOC_007,CAN,VAN,25m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,50m Butterfly,25.73,"['26.12', '24.58', '24.54', '25.18', '24.52', '25.93', '25.78', '25.75', '25.58', '25.73']",False,True,8,No,2024-04-26 16:00:26.502084,Local,LOC_007,CAN,VAN,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,50m Butterfly,26.22,"['25.32', '25.41', '24.61', '24.95', '25.09', '25.73', '25.39', '25.36', '25.57', '26.22']",False,True,9,No,2024-04-26 16:00:26.502084,Local,LOC_007,CAN,VAN,25m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,100m Butterfly,49.79,"['51.06', '51.03', '51.79', '50.36', '50.01', '51.44', '51.16', '50.08', '51.71', '49.79']",True,True,1,Yes,2024-04-26 16:00:26.502084,Local,LOC_007,CAN,VAN,25m
