SwimmerId,Name,Birth_Date,Age,Gender,Citizenship,Birth_Country,Residency_Years,Approving_Authority,Education_Level,Criminal_Record,Is_Disqualified,Vaccination_Status,Sponsor,Club,Region,Event,Time,Historical_Times,Is_Personal_Best,Is_Valid_Record,Overall_Rank,Top_5,Competition_Date,Competition_Level,Competition_Competition_Id,Competition_Country,Competition_Region,Competition_Pool_Type
SWM3976,Elite_Swimmer_SWM3976,2010-01-14,15,Women,AUS,AUS,15,,High School,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SYD,SYD,50m Butterfly,24.75,"['24.70', '25.11', '24.75']",False,True,1,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,50m Butterfly,24.84,"['25.50', '26.13', '26.04', '25.51', '25.27', '26.16', '24.84']",True,True,2,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,50m Butterfly,25.00,"['24.63', '25.45', '25.20', '26.00', '24.77', '25.30', '25.96', '25.00']",False,True,3,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,50m Butterfly,25.04,"['25.81', '25.04']",True,True,4,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,50m Butterfly,25.36,"['25.32', '25.41', '24.61', '24.95', '25.09', '25.73', '25.39', '25.36']",False,True,5,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,50m Butterfly,25.75,"['26.12', '24.58', '24.54', '25.18', '24.52', '25.93', '25.78', '25.75']",False,True,6,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM2529,Elite_Swimmer_SWM2529,2008-07-06,16,Men,CAN,GBR,5,National Federation,High School,None,False,Fully Vaccinated,Nike Swimming,Club_VAN,VAN,100m Butterfly,49.11,"['49.42', '50.64', '49.11']",True,True,1,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,100m Butterfly,49.26,"['50.54', '50.57', '50.75', '52.19', '51.41', '50.01', '51.99', '49.26']",True,True,2,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM6638,Elite_Swimmer_SWM6638,2011-10-12,13,Women,CAN,CAN,13,,High School,Minor Violation,False,Fully Vaccinated,Speedo,Club_MTL,MTL,100m Butterfly,49.61,"['51.08', '49.61']",True,True,3,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,100m Butterfly,50.08,"['51.06', '51.03', '51.79', '50.36', '50.01', '51.44', '51.16', '50.08']",False,True,4,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,100m Butterfly,50.11,"['49.19', '51.96', '51.36', '50.21', '51.98', '52.50', '49.09', '50.11']",False,True,5,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,100m Butterfly,50.30,"['49.75', '49.68', '49.36', '49.52', '52.48', '51.07', '50.30']",False,True,6,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM4324,Elite_Swimmer_SWM4324,2011-04-30,13,Women,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_LON,LON,100m Butterfly,50.48,"['50.17', '50.48']",False,True,7,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,100m Butterfly,51.16,['51.16'],True,True,8,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM4299,Elite_Swimmer_SWM4299,1995-08-13,29,Men,GBR,GBR,29,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_MAN,MAN,100m Butterfly,51.51,['51.51'],True,True,9,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,100m Butterfly,52.05,"['51.26', '50.22', '49.15', '49.28', '51.43', '52.18', '50.71', '52.05']",False,True,10,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM9585,Elite_Swimmer_SWM9585,2012-07-19,12,Women,CAN,CAN,12,,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_VAN,VAN,200m Butterfly,1:040.32,"['1:039.24', '1:040.32']",False,True,1,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM3976,Elite_Swimmer_SWM3976,2010-01-14,15,Women,AUS,AUS,15,,High School,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SYD,SYD,200m Butterfly,1:042.01,"['1:038.49', '1:042.94', '1:042.01']",False,True,2,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,200m Butterfly,1:042.36,"['1:043.73', '1:042.56', '1:044.33', '1:040.38', '1:039.55', '1:041.12', '1:039.20', '1:042.36']",False,True,3,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,200m Butterfly,1:042.94,"['1:044.03', '1:042.94']",True,True,4,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,200m Butterfly,1:043.67,"['1:040.85', '1:041.50', '1:042.55', '1:042.24', '1:044.54', '1:041.93', '1:042.15', '1:043.67']",False,True,5,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM6353,Elite_Swimmer_SWM6353,2002-11-02,22,Women,JPN,GBR,8,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Arena,Club_TOK,TOK,200m Butterfly,1:044.80,"['1:038.28', '1:044.29', '1:040.78', '1:039.66', '1:039.25', '1:042.24', '1:039.40', '1:044.80']",False,True,6,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM4324,Elite_Swimmer_SWM4324,2011-04-30,13,Women,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_LON,LON,50m Freestyle,24.56,"['25.33', '25.92', '24.58', '25.39', '24.56']",True,True,1,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM3976,Elite_Swimmer_SWM3976,2010-01-14,15,Women,AUS,AUS,15,,High School,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SYD,SYD,50m Freestyle,24.66,['24.66'],True,True,2,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,50m Freestyle,24.68,"['26.23', '25.43', '26.02', '25.28', '26.19', '25.27', '26.17', '24.68']",True,True,3,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,50m Freestyle,24.84,"['25.72', '25.95', '26.04', '25.97', '24.63', '25.86', '25.93', '24.84']",False,True,4,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM1688,Elite_Swimmer_SWM1688,2009-02-07,16,Women,USA,USA,16,,High School,None,False,Fully Vaccinated,Speedo,Club_NYC,NYC,50m Freestyle,24.92,"['25.37', '26.01', '26.23', '24.92']",True,True,5,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,50m Freestyle,24.97,"['25.40', '25.81', '24.71', '25.46', '24.66', '24.57', '25.66', '24.97']",False,True,6,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,50m Freestyle,24.97,"['25.04', '24.93', '25.54', '26.17', '25.85', '24.75', '25.47', '24.97']",False,True,7,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM3692,Elite_Swimmer_SWM3692,1997-08-21,27,Men,USA,CAN,6,FINA,Bachelors,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,50m Freestyle,25.00,"['25.66', '25.87', '25.43', '25.51', '25.59', '25.00']",True,True,8,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,50m Freestyle,25.16,"['26.23', '24.99', '24.58', '25.45', '25.43', '26.20', '25.08', '25.16']",False,True,9,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM2529,Elite_Swimmer_SWM2529,2008-07-06,16,Men,CAN,GBR,5,National Federation,High School,None,False,Fully Vaccinated,Nike Swimming,Club_VAN,VAN,50m Freestyle,25.31,"['24.96', '24.82', '24.99', '25.40', '25.67', '25.47', '26.24', '25.31']",False,True,10,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM6050,Elite_Swimmer_SWM6050,2005-04-22,19,Women,JPN,USA,10,FINA,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,50m Freestyle,25.71,"['25.31', '25.82', '26.20', '25.58', '24.94', '25.64', '26.06', '25.71']",False,True,11,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM1810,Elite_Swimmer_SWM1810,1999-06-12,25,Women,CHN,CHN,25,,MBA,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_SHA,SHA,50m Freestyle,25.96,"['25.91', '25.30', '24.60', '26.18', '25.31', '25.07', '26.17', '25.96']",False,True,12,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM9050,Elite_Swimmer_SWM9050,1995-12-28,29,Women,JPN,JPN,29,,MBA,None,False,Fully Vaccinated,Arena,Club_TOK,TOK,50m Freestyle,26.22,"['24.59', '25.46', '25.68', '25.85', '24.50', '25.98', '24.57', '26.22']",False,True,13,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM7187,Elite_Swimmer_SWM7187,1998-08-13,26,Men,CHN,CHN,26,,Bachelors,Minor Violation,False,Fully Vaccinated,Nike Swimming,Club_SHA,SHA,100m Freestyle,49.23,"['51.63', '51.88', '51.32', '49.77', '49.65', '50.25', '51.51', '49.23']",True,True,1,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM3501,Elite_Swimmer_SWM3501,2007-05-08,17,Women,USA,GBR,6,Regional Authority,High School,Minor Violation,False,Fully Vaccinated,Arena,Club_NYC,NYC,100m Freestyle,49.54,"['50.81', '51.00', '52.38', '51.77', '50.86', '49.07', '50.87', '49.54']",False,True,2,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM8969,Elite_Swimmer_SWM8969,2005-10-26,19,Men,CAN,CAN,19,,Bachelors,None,False,Fully Vaccinated,Arena,Club_MTL,MTL,100m Freestyle,49.64,"['51.27', '51.12', '49.51', '49.00', '51.88', '51.28', '49.12', '49.64']",False,True,3,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM7326,Elite_Swimmer_SWM7326,1992-12-16,32,Women,JPN,JPN,32,,Bachelors,None,False,Fully Vaccinated,Nike Swimming,Club_TOK,TOK,100m Freestyle,49.79,"['49.60', '51.77', '49.49', '51.61', '51.22', '49.60', '50.44', '49.79']",False,True,4,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM7648,Elite_Swimmer_SWM7648,2011-12-03,13,Men,GBR,GBR,13,,High School,Minor Violation,False,Fully Vaccinated,TYR Sport,Club_BIR,BIR,100m Freestyle,50.00,"['50.80', '51.20', '49.20', '49.34', '50.66', '49.20', '51.56', '50.00']",False,True,5,Yes,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM4989,Elite_Swimmer_SWM4989,2000-07-30,24,Women,JPN,JPN,24,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_TOK,TOK,100m Freestyle,50.26,"['52.23', '49.49', '51.42', '49.86', '49.11', '50.26']",False,True,6,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
SWM4299,Elite_Swimmer_SWM4299,1995-08-13,29,Men,GBR,GBR,29,,Bachelors,Minor Violation,False,Fully Vaccinated,Speedo,Club_MAN,MAN,100m Freestyle,51.02,['51.02'],True,True,7,No,2024-04-18 16:00:26.502084,Local,LOC_006,USA,CHI,25m
